시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 속초시 금호동,627,627,0,속초e-편한세상,84.975,202210,13,"29,000",1,2006,미시령로 3439,,중개거래,강원 속초시
강원도 속초시 금호동,627,627,0,속초e-편한세상,120.724,202210,13,"47,000",8,2006,미시령로 3439,,중개거래,강원 속초시
강원도 속초시 동명동,596,596,0,e편한세상영랑호,84.9147,202210,25,"40,300",9,2017,번영로129번길 22,,중개거래,강원 속초시
강원도 속초시 동명동,596,596,0,e편한세상영랑호,84.9147,202210,27,"40,000",9,2017,번영로129번길 22,,중개거래,강원 속초시
강원도 속초시 영랑동,160-1,160,1,송하,39.93,202210,5,"7,100",4,1988,영랑로3길 19,,직거래,-
강원도 속초시 영랑동,160-1,160,1,송하,39.93,202210,21,"8,200",5,1988,영랑로3길 19,,중개거래,강원 속초시
강원도 속초시 영랑동,157,157,0,양우비치타워맨션,59.985,202210,26,"15,000",13,1990,영랑로4길 10,,중개거래,강원 속초시
강원도 속초시 영랑동,157,157,0,양우비치타워맨션,59.985,202210,26,"15,000",13,1990,영랑로4길 10,20221125,중개거래,강원 속초시
강원도 속초시 조양동,1571,1571,0,ES아뜨리움,59.8768,202210,25,"29,000",12,2017,조양로 40,,중개거래,강원 속초시
강원도 속초시 조양동,1568,1568,0,대광로제비앙,84.8533,202210,17,"34,500",11,2009,온정로1길 11-8,,중개거래,강원 속초시
강원도 속초시 조양동,1499,1499,0,부영3,59.905,202210,10,"19,500",7,1996,소평로 162,,중개거래,강원 속초시
강원도 속초시 조양동,1499,1499,0,부영3,166.535,202210,27,"39,000",6,1996,소평로 162,,중개거래,강원 속초시
강원도 속초시 조양동,1499,1499,0,부영3,84.88,202210,28,"27,500",15,1996,소평로 162,,중개거래,강원 속초시
강원도 속초시 조양동,1501,1501,0,부영5,40,202210,31,"12,500",9,1995,청대로204번길 40,,중개거래,강원 속초시
강원도 속초시 조양동,1502,1502,0,부영6,50,202210,20,"14,400",6,1995,조양로 163,,중개거래,강원 속초시
강원도 속초시 조양동,1505,1505,0,부영9,40,202210,4,"10,500",5,1995,조양로142번길 13,20221101,중개거래,강원 속초시
강원도 속초시 조양동,1505,1505,0,부영9,50,202210,21,"15,200",4,1995,조양로142번길 13,,중개거래,강원 속초시
강원도 속초시 조양동,1505,1505,0,부영9,40,202210,31,"10,500",5,1995,조양로142번길 13,,중개거래,강원 속초시
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202210,5,"18,500",15,2001,청대로 8,,중개거래,강원 속초시
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202210,5,"18,500",15,2001,청대로 8,,중개거래,강원 속초시
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,202210,19,"17,500",12,2001,청대로 22-7,,중개거래,강원 속초시
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,202210,21,"14,000",20,2001,청대로 22-7,,직거래,-
강원도 속초시 조양동,1588,1588,0,속초2차IPARK,84.92,202210,21,"40,371",5,2022,청대마을길 60,,중개거래,강원 속초시
강원도 속초시 조양동,1459,1459,0,속초서희스타힐스더베이,96.25,202210,6,"57,000",24,2020,동해대로 3958,,중개거래,강원 속초시
강원도 속초시 조양동,1459,1459,0,속초서희스타힐스더베이,96.25,202210,11,"41,000",3,2020,동해대로 3958,,중개거래,강원 속초시
강원도 속초시 조양동,1586,1586,0,속초자이,84.9314,202210,7,"50,000",10,2020,조양로 181,,중개거래,강원 속초시
강원도 속초시 조양동,1569,1569,0,속초조양양우내안애아파트,59.7891,202210,6,"25,000",4,2015,온정로1길 30,,중개거래,강원 속초시
강원도 속초시 조양동,1585,1585,0,조양동휴먼빌아파트,84.288,202210,12,"40,000",15,2020,논산길 17,,중개거래,강원 속초시
강원도 속초시 조양동,1585,1585,0,조양동휴먼빌아파트,84.288,202210,31,"40,000",22,2020,논산길 17,,중개거래,강원 속초시
강원도 속초시 조양동,1215-1,1215,1,조양주공2,49.62,202210,14,"14,000",2,1998,온정로 24,,중개거래,강원 속초시
강원도 속초시 조양동,1377-10,1377,10,진덕설악,46.04,202210,13,"9,800",4,1990,조양로22번길 4,,중개거래,강원 속초시
강원도 속초시 조양동,1377-10,1377,10,진덕설악,46.04,202210,19,"8,800",1,1990,조양로22번길 4,,중개거래,강원 속초시
강원도 속초시 조양동,1377-10,1377,10,진덕설악,46.04,202210,19,"8,800",1,1990,조양로22번길 4,,중개거래,강원 속초시
강원도 속초시 조양동,1582,1582,0,효성해링턴플레이스,84.98,202210,3,"41,500",10,2019,청대로 210,,중개거래,강원 속초시
강원도 속초시 조양동,1582,1582,0,효성해링턴플레이스,59.98,202210,9,"34,500",21,2019,청대로 210,,중개거래,강원 속초시
강원도 속초시 조양동,1582,1582,0,효성해링턴플레이스,84.99,202210,14,"46,500",26,2019,청대로 210,,중개거래,강원 속초시
강원도 속초시 청호동,1356,1356,0,속초청호아이파크,59.98,202210,18,"30,000",10,2018,청호로 22,,중개거래,강원 속초시
강원도 양구군 양구읍 상리,510,510,0,경림,37.755,202210,12,"7,100",3,1998,양록길23번길 11,,직거래,-
강원도 양구군 양구읍 상리,655,655,0,서희스타힐스,84.884,202210,18,"28,000",13,2013,청춘로 16,,직거래,-
강원도 양구군 양구읍 상리,655,655,0,서희스타힐스,84.99,202210,20,"25,000",5,2013,청춘로 16,,중개거래,강원 홍천군
강원도 양구군 양구읍 상리,655,655,0,서희스타힐스,84.99,202210,21,"24,000",14,2013,청춘로 16,,직거래,-
강원도 양양군 강현면 강선리,987,987,0,양양우미린디오션,75.98,202210,29,"25,500",3,2019,물치천로 70-9,,중개거래,강원 속초시
강원도 양양군 손양면 하왕도리,303,303,0,삼호,39.6,202210,17,"7,800",12,1998,손중로 211-8,,중개거래,강원 양양군
강원도 양양군 양양읍 구교리,105-1,105,1,로얄타워맨션,84.816,202210,31,"12,000",3,1991,구교언덕길 24-1,,직거래,-
강원도 양양군 양양읍 구교리,54,54,0,열방세이프,80.5321,202210,6,"18,500",6,2006,북문길 22-13,,중개거래,강원 양양군
강원도 양양군 양양읍 내곡리,263,263,0,한양수자인,78.0584,202210,5,"34,000",6,2020,한고개길 31-46,,중개거래,강원 양양군
강원도 양양군 양양읍 내곡리,263,263,0,한양수자인,84.9782,202210,30,"38,200",12,2020,한고개길 31-46,,중개거래,강원 양양군
강원도 양양군 양양읍 월리,449-1,449,1,명지푸르미,31.5408,202210,12,"5,700",7,2002,남대천로 99-14,,중개거래,강원 양양군
강원도 양양군 양양읍 월리,449-1,449,1,명지푸르미,84.7407,202210,13,"15,300",11,2002,남대천로 99-14,,직거래,-
강원도 양양군 현남면 남애리,37,37,0,우정주택남애리치빌,84.672,202210,28,"14,500",1,2000,남애안길 28,,중개거래,강원 양양군
강원도 양양군 현북면 중광정리,176-1,176,1,심미,48.3066,202210,8,"21,000",15,2001,동해대로 1611-7,,중개거래,강원 양양군
강원도 양양군 현북면 중광정리,176-1,176,1,심미,38.6106,202210,17,"10,500",3,2001,동해대로 1611-7,,중개거래,강원 양양군
강원도 영월군 영월읍 덕포리,505-11,505,11,금용,73.58,202210,27,"7,400",3,1994,중리1길 108,,직거래,-
강원도 영월군 영월읍 방절리,482-1,482,1,신아,39.9,202210,5,"4,000",13,1997,청령포로 213,,직거래,-
강원도 영월군 영월읍 방절리,482-1,482,1,신아,39.9,202210,24,"3,700",10,1997,청령포로 213,,중개거래,강원 영월군
강원도 영월군 영월읍 영흥리,850-3,850,3,J-클래식B동,59.42,202210,25,"7,374",2,2009,금강공원길 15,,직거래,-
강원도 영월군 영월읍 영흥리,850-3,850,3,J-클래식B동,59.5,202210,27,"6,902",4,2009,금강공원길 15,,직거래,-
강원도 영월군 영월읍 영흥리,850-3,850,3,J-클래식B동,59.5,202210,27,"6,578",3,2009,금강공원길 15,,직거래,-
강원도 영월군 영월읍 영흥리,1049-96,1049,96,동산,62.82,202210,26,"7,000",2,1990,단종로 94,,중개거래,강원 영월군
강원도 영월군 영월읍 하송리,363,363,0,드림채,84.9381,202210,9,"22,500",16,2012,하송로 146-10,,중개거래,강원 영월군
강원도 영월군 영월읍 하송리,53,53,0,레스트힐,84.91,202210,6,"23,300",3,2013,제방안길 64,,직거래,-
강원도 영월군 영월읍 하송리,53,53,0,레스트힐,33.03,202210,26,"7,900",14,2013,제방안길 64,,직거래,-
강원도 영월군 영월읍 하송리,389,389,0,주공2,46.98,202210,6,"5,700",4,1992,하송로 103-4,,중개거래,강원 영월군
강원도 영월군 영월읍 하송리,389,389,0,주공2,39.99,202210,13,"5,350",1,1992,하송로 103-4,,중개거래,강원 영월군
강원도 영월군 영월읍 하송리,389,389,0,주공2,39.99,202210,14,"4,600",5,1992,하송로 103-4,,중개거래,강원 영월군
강원도 영월군 영월읍 하송리,389,389,0,주공2,47.31,202210,28,"5,950",3,1992,하송로 103-4,,직거래,-
강원도 영월군 영월읍 하송리,403,403,0,주공3,49.96,202210,5,"7,900",9,1998,하송로 123-4,,중개거래,강원 영월군
강원도 영월군 영월읍 하송리,403,403,0,주공3,49.96,202210,12,"7,900",2,1998,하송로 123-4,,직거래,-
강원도 영월군 영월읍 하송리,403,403,0,주공3,49.96,202210,19,"7,700",1,1998,하송로 123-4,,중개거래,강원 영월군
강원도 영월군 영월읍 하송리,394,394,0,주공4,59.8,202210,15,"10,900",4,1999,하송로 123-7,,중개거래,강원 영월군
강원도 영월군 영월읍 하송리,394,394,0,주공4,49.96,202210,24,"7,900",11,1999,하송로 123-7,,직거래,-
강원도 영월군 주천면 주천리,897-13,897,13,(897-13),84.91,202210,2,"16,700",3,2012,도천길 16-11,,직거래,-
강원도 원주시 개운동,441,441,0,개운한신휴플러스1차,59.808,202210,7,"20,900",1,2006,서원대로 389,,중개거래,강원 원주시
강원도 원주시 개운동,441,441,0,개운한신휴플러스1차,84.98,202210,10,"25,000",13,2006,서원대로 389,20221109,중개거래,강원 원주시
강원도 원주시 개운동,441,441,0,개운한신휴플러스1차,84.98,202210,11,"25,000",13,2006,서원대로 389,,중개거래,강원 원주시
강원도 원주시 개운동,322,322,0,개운현대,84.974,202210,8,"17,300",10,1998,남원로606번길 2,,중개거래,강원 원주시
강원도 원주시 개운동,322,322,0,개운현대,84.974,202210,14,"14,000",9,1998,남원로606번길 2,,중개거래,강원 원주시
강원도 원주시 개운동,118-26,118,26,덕산,75.947,202210,17,"11,300",15,1992,치악로 1777,,중개거래,강원 원주시
강원도 원주시 개운동,01월 28일,28,1,원주힐스테이트,136.1835,202210,23,"33,000",18,2006,행구로 54,,중개거래,강원 원주시
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202210,6,"12,200",15,2001,시청로 524,,중개거래,강원 원주시
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202210,6,"12,000",10,2001,시청로 524,,중개거래,강원 원주시
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202210,6,"12,000",10,2001,시청로 524,20221018,중개거래,강원 원주시
강원도 원주시 관설동,1774-3,1774,3,청솔5차,59.85,202210,26,"10,600",6,2001,시청로 524,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202210,5,"12,500",7,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202210,12,"14,500",7,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202210,12,"10,700",1,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202210,13,"12,700",1,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202210,16,"13,150",3,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 관설동,1713-2,1713,2,청솔8차,59.85,202210,18,"14,000",8,2002,나비허리길 188,,중개거래,강원 원주시
강원도 원주시 단계동,1166,1166,0,단계이안1단지,84.93,202210,10,"22,900",3,2007,모란1길 51,,중개거래,강원 원주시
강원도 원주시 단계동,792,792,0,단계주공,65.2,202210,6,"20,000",3,1984,서원대로 205,,중개거래,강원 원주시
강원도 원주시 단계동,792,792,0,단계주공,65.99,202210,31,"17,000",4,1984,서원대로 205,,중개거래,강원 원주시
강원도 원주시 단계동,111-4,111,4,동보렉스3,43.932,202210,21,"5,450",5,1990,원문로 158,,중개거래,강원 원주시
강원도 원주시 단계동,808-1,808,1,라이프타운,134.76,202210,11,"26,000",9,1993,백간길 72,20221117,중개거래,강원 원주시
강원도 원주시 단계동,809,809,0,벽산,124.05,202210,17,"22,200",6,1993,백간길 80,,중개거래,강원 원주시
강원도 원주시 단계동,809,809,0,벽산,95.27,202210,20,"20,500",5,1993,백간길 80,,중개거래,강원 원주시
강원도 원주시 단계동,1095-1,1095,1,봉화산e-편한세상,84.98,202210,13,"31,800",11,2006,봉화로 67,,중개거래,강원 원주시
강원도 원주시 단계동,1215,1215,0,봉화산벨라시티,59.9847,202210,21,"25,000",17,2016,백간길 17,,중개거래,강원 원주시
강원도 원주시 단계동,1215,1215,0,봉화산벨라시티,59.9031,202210,23,"26,000",5,2016,백간길 17,,중개거래,강원 원주시
강원도 원주시 단계동,1215,1215,0,봉화산벨라시티,59.9847,202210,31,"27,000",8,2016,백간길 17,,중개거래,강원 원주시
강원도 원주시 단계동,1084-1,1084,1,성일,84.75,202210,16,"16,800",10,1995,모래내길 50,,중개거래,강원 원주시
강원도 원주시 단계동,807-1,807,1,세경3차,59.76,202210,6,"13,000",12,1996,백간길 63,,중개거래,강원 원주시
강원도 원주시 단계동,807-1,807,1,세경3차,59.76,202210,26,"12,500",6,1996,백간길 63,,중개거래,강원 원주시
강원도 원주시 단계동,1218,1218,0,원주봉화산벨라시티2차아파트,84.9911,202210,14,"39,500",6,2018,백간길 17-14,,중개거래,강원 원주시
강원도 원주시 단계동,1218,1218,0,원주봉화산벨라시티2차아파트,84.9911,202210,24,"35,000",3,2018,백간길 17-14,,중개거래,강원 원주시
강원도 원주시 단계동,1184,1184,0,원주봉화산푸르지오,60.8496,202210,29,"29,450",14,2017,봉화서부로 11,,중개거래,강원 원주시
강원도 원주시 단계동,1084-2,1084,2,장미,59.67,202210,21,"10,500",1,1995,백간길 81,,중개거래,강원 원주시
강원도 원주시 단계동,880,880,0,코오롱,84.59,202210,7,"22,700",11,1994,로아노크로 15,,중개거래,강원 원주시
강원도 원주시 단구동,1589-1,1589,1,구곡2현대,84.99,202210,24,"17,500",2,1998,늘품로 16,,중개거래,강원 원주시
강원도 원주시 단구동,1589-1,1589,1,구곡2현대,77.82,202210,25,"16,500",4,1998,늘품로 16,,직거래,-
강원도 원주시 단구동,1451,1451,0,단구동한신더휴,84.6989,202210,11,"35,700",5,2017,단구로 250,,중개거래,강원 원주시
강원도 원주시 단구동,1517-1,1517,1,대림,59.903,202210,4,"17,500",12,1997,남원로 524,,중개거래,강원 원주시
강원도 원주시 단구동,1517-1,1517,1,대림,59.903,202210,5,"17,300",4,1997,남원로 524,,중개거래,강원 원주시
강원도 원주시 단구동,1517-1,1517,1,대림,59.903,202210,6,"15,900",1,1997,남원로 524,,중개거래,강원 원주시
강원도 원주시 단구동,1510-1,1510,1,동보노빌리티타워,84.67,202210,21,"23,600",23,2006,서원대로 380,20221111,중개거래,강원 원주시
강원도 원주시 단구동,1026-18,1026,18,동보렉스5,52.47,202210,8,"9,600",5,1991,남원로534번길 50,,중개거래,강원 원주시
강원도 원주시 단구동,1589-4,1589,4,성일,59.55,202210,5,"15,900",12,1998,단구로 418,,중개거래,강원 원주시
강원도 원주시 단구동,1589-4,1589,4,성일,38.685,202210,5,"8,000",2,1998,단구로 418,,중개거래,강원 원주시
강원도 원주시 단구동,1589-4,1589,4,성일,59.55,202210,22,"13,800",9,1998,단구로 418,,중개거래,강원 원주시
강원도 원주시 단구동,1589-4,1589,4,성일,59.55,202210,23,"14,200",15,1998,단구로 418,,중개거래,강원 원주시
강원도 원주시 단구동,1589-4,1589,4,성일,38.685,202210,25,"9,000",7,1998,단구로 418,,직거래,-
강원도 원주시 단구동,1721,1721,0,원주단구내안애카운티에듀파크1단지,84.9317,202210,9,"31,000",9,2020,오성마을길 63-1,,중개거래,강원 원주시
강원도 원주시 단구동,1721,1721,0,원주단구내안애카운티에듀파크1단지,84.9317,202210,12,"32,500",19,2020,오성마을길 63-1,,중개거래,강원 원주시
